1,SRA Run Accession,Isolate ID,Sample ID,Genus,sensu,Species,sigB AT,Number of  contigs,Genome size (bp),GC (%),N50,Average coverage,Bioproject,WGS Acession,Phylogroup,State,fosX,lin,mprF,norB,sul,lmo0209,mogR,lmo0675,fliP,fliQ,fliR,flhB,flhA,flhF,flgG,motA,motB,lmo0688,flaA,fliN_lmo0693,lmo0696,flgE,fliN_lmo0698,fliM,fliY,flgK,flgL,fliD,lmo0708,flgB,flgC,fliE,fliF,fliG,fliH,fliI,comK,comEC,comG,comGF,comGD,comGA,cinA,comEB,comEA,coiA,comFC,comFA
442,SRR9206856,L7-1432,AL-TN-3,Listeria,strictu,L. monocytogenes,59,33,3018569,37.81,264090,86.0463,PRJNA514286,AAFFKF000000000,L2,AL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
443,SRR11343892,L7-1434,AL-TN-3,Listeria,strictu,L. cossartiae,276,15,2804534,38.8,505744,99.8504,PRJNA561882,JAASUK000000000,L5,AL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
444,SRR11343891,L7-1435,AL-TN-3,Listeria,strictu,L. cossartiae,277,126,2853321,38.68,337809,100.29,PRJNA561882,JAASUJ000000000,L5,AL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
445,SRR9206866,L7-1439,AL-TN-4,Listeria,strictu,L. monocytogenes,96,44,2910175,38.01,173324,103.587,PRJNA514286,AAFFKN000000000,L1,AL,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
446,SRR9620885,L7-1444,AL-TN-4,Listeria,strictu,L. monocytogenes,57,21,2938458,37.83,419635,114.868,PRJNA514286,AAHZII000000000,L2,AL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
447,SRR11343890,L7-1447,AL-TN-5,Listeria,strictu,L. cossartiae,278,16,2819288,38.73,1417199,85.8685,PRJNA561882,JAASUI000000000,L5,AL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
448,SRR11343888,L7-1453,MN-BE-1,Listeria,strictu,L. seeligeri,12,26,2882651,37.23,469901,208.252,PRJNA561882,JAARRS000000000,L9,MN,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
449,SRR11343887,L7-1455,MN-BE-1,Listeria,strictu,L. seeligeri,24,94,2966516,37.04,113743,184.75,PRJNA561882,JAASUH000000000,L9,MN,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
450,SRR11343886,L7-1459,MN-BE-2,Listeria,strictu,L. seeligeri,12,34,2853087,37.26,379673,110.515,PRJNA561882,JAARRR000000000,L9,MN,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
451,SRR11343885,L7-1465,MN-BE-4,Listeria,strictu,L. seeligeri,24,30,2863158,37.2,223132,96.768,PRJNA561882,JAARRQ000000000,L9,MN,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
452,SRR11343884,L7-1467,MN-FL-4,Listeria,strictu,L. seeligeri,12,31,2879146,37.11,207938,95.341,PRJNA561882,JAARRP000000000,L9,MN,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
453,SRR11343883,L7-1479,MI-CN-5,Listeria,lato,L. grandensis,S5060,41,3345143,41.95,313228,125.272,PRJNA561882,JAASUG000000000,-,WI,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0
454,SRR11343882,L7-1485,WY-TB-1,Listeria,strictu,L. immobilis,288,60,2910022,35.94,155385,113.916,PRJNA561882,JAASUF000000000,L11,WY,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,0,1,1,0,0,0,1
455,SRR11343881,L7-1491,WY-TB-2,Listeria,lato,L. booriae,S5063,47,3131846,41.92,177507,97.8897,PRJNA561882,JAASUE000000000,L12,WY,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,0,-1,0
456,SRR11343880,L7-1497,WY-TB-3,Listeria,lato,L. booriae,S5063,57,3367802,41.7,173789,57.5065,PRJNA561882,JAARRO000000000,L12,WY,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
457,SRR11343879,L7-1499,WY-TB-3,Listeria,strictu,L. welshimeri,219,15,2742560,36.23,448785,115.723,PRJNA561882,JAARRN000000000,L8,WY,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
458,SRR11343876,L7-1507,UT-BD-5,Listeria,lato,L. aquatica,S5067,12,2647951,39.41,564328,115.523,PRJNA561882,JAARRM000000000,-,UT,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,0,-1,-1,0
459,SRR11343875,L7-1509,SD-BN-1,Listeria,strictu,L. immobilis,279,62,3037662,35.94,183435,101.121,PRJNA561882,JAASUD000000000,L11,SD,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,0,1,1,0,0,0,1
460,SRR11343874,L7-1510,SD-BN-1,Listeria,strictu,L. immobilis,289,46,2936695,35.93,214661,57.812,PRJNA561882,JAASUC000000000,L11,SD,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,0,1,1,0,0,0,1
461,SRR11344254,L7-1515,SD-BN-4,Listeria,strictu,L. immobilis,279,52,3066851,35.94,177674,49.4283,PRJNA561882,JAASUB000000000,L11,SD,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,0,1,1,0,0,0,1
462,SRR11344253,L7-1517,SD-BN-5,Listeria,strictu,L. immobilis,290,37,2976361,35.78,227776,48.9773,PRJNA561882,JAASUA000000000,L11,WY,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,0,1,1,0,0,0,1
463,SRR11344252,L7-1519,SD-BN-5,Listeria,strictu,L. immobilis,279,46,3066300,35.92,156931,46.8662,PRJNA561882,JAASTZ000000000,L11,WY,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,0,1,1,0,0,0,1
464,SRR11344251,L7-1523,UT-FN-4,Listeria,lato,L. weihenstephanensis,S5068,77,3479037,41.2,111341,117.323,PRJNA561882,JAARRL000000000,-,UT,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,-1,-1,0
465,SRR11344250,L7-1529,MT-CG-3,Listeria,lato,L. booriae,S5063,286,3269884,41.75,145608,59.2707,PRJNA561882,JAARRK000000000,L12,MT,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,0,-1,0
466,SRR11344249,L7-1535,MT-PC-1,Listeria,strictu,L. welshimeri,219,23,2745108,36.3,290315,213.013,PRJNA561882,JAARRJ000000000,L8,MT,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
467,SRR11344248,L7-1541,MT-PC-3,Listeria,lato,L. booriae,S5063,150,3233467,41.77,127206,97.6162,PRJNA561882,JAARRI000000000,L12,MT,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,0,-1,0
468,SRR11344246,L7-1542,MT-PC-3,Listeria,strictu,L. welshimeri,281,83,2774537,36.45,503132,118.866,PRJNA561882,JAASTY000000000,L8,MT,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
469,SRR11344245,L7-1547,MT-PC-4,Listeria,lato,L. booriae,S5062,58,3462550,41.45,144307,134.501,PRJNA561882,JAASTX000000000,L12,MT,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
470,SRR11344244,L7-1548,MT-UTR-4,Listeria,strictu,L. seeligeri,121,37,3008408,37.04,141579,96.2063,PRJNA561882,JAARRH000000000,L9,MT,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
471,SRR11344243,L7-1554,MT-UTR-5,Listeria,strictu,L. immobilis,288,44,2924628,35.92,144674,39.2069,PRJNA561882,JAASTW000000000,L11,MT,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,0,1,1,0,0,0,1
472,SRR11344242,L7-1558,MT-UTR-5,Listeria,strictu,L. immobilis,279,61,2937475,35.92,108742,33.0347,PRJNA561882,JAASTV000000000,L11,MT,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,0,0,0,1
473,SRR11344241,L7-1560,OR-DN-5,Listeria,strictu,L. seeligeri,7,28,2900540,37.27,242102,151.06,PRJNA561882,JAARRG000000000,L10,OR,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
474,SRR11344240,L7-1566,MI-PR-2,Listeria,strictu,L. welshimeri,21,11,2860334,36.18,593819,170.733,PRJNA561882,JAARRF000000000,L8,MI,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0
475,SRR11344239,L7-1572,MT-LTR-2,Listeria,lato,L. grandensis,S5041,106,3303811,41.82,218465,88.8483,PRJNA561882,JAARRE000000000,-,MT,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,-1,0,-1,0
476,SRR11344238,L7-1574,WY-BH-1,Listeria,strictu,L. seeligeri,24,80,2974940,37.13,223804,117.469,PRJNA561882,JAARRD000000000,L9,SD,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
477,SRR11344237,L7-1578,WY-BH-3,Listeria,strictu,L. immobilis,279,53,3015934,35.96,138184,46.3136,PRJNA561882,JAASTU000000000,L11,SD,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,0,1,1,0,0,0,1
478,SRR11344235,L7-1580,WY-BH-3,Listeria,strictu,L. seeligeri,12,62,2926984,37.19,414884,309.776,PRJNA561882,JAARRC000000000,L9,SD,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
479,SRR11344234,L7-1581,WY-BH-3,Listeria,strictu,L. seeligeri,24,29,2928667,37.22,372896,66.587,PRJNA561882,JAARRB000000000,L9,SD,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
480,SRR11344233,L7-1582,WY-BH-3,Listeria,lato,L. portnoyi,S5061,62,3157653,41.9,125185,55.0706,PRJNA561882,JAASTT000000000,-,SD,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,-1,-1,0
481,SRR11344232,L7-1584,WY-BH-4,Listeria,strictu,L. welshimeri,280,19,2716241,36.32,374717,75.4241,PRJNA561882,JAARRA000000000,L8,SD,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
482,SRR11344231,L7-1585,WY-BH-4,Listeria,strictu,L. welshimeri,179,20,2700101,36.27,256236,103.107,PRJNA561882,JAARQZ000000000,L8,SD,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
483,SRR11344230,L7-1586,WY-BH-4,Listeria,lato,L. booriae,S5062,62,3264534,41.79,136029,82.7221,PRJNA561882,JAARQY000000000,L12,SD,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
484,SRR11344229,L7-1587,WY-BH-4,Listeria,strictu,L. welshimeri,281,23,2760011,36.21,242225,81.2773,PRJNA561882,JAARQX000000000,L8,SD,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
485,SRR11344228,L7-1588,WY-BH-4,Listeria,lato,L. booriae,S5063,270,3268983,41.61,130582,51.6593,PRJNA561882,JAASTS000000000,L12,SD,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,0,-1,0
486,SRR11344227,L7-1590,WY-BH-5,Listeria,strictu,L. welshimeri,280,257,2919161,36.23,311512,73.4082,PRJNA561882,JAARQW000000000,L8,SD,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
487,SRR11344226,L7-1591,WY-BH-5,Listeria,strictu,L. welshimeri,281,23,2753465,36.21,316365,76.7824,PRJNA561882,JAARQV000000000,L8,SD,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
488,SRR11344224,L7-1594,WY-BH-5,Listeria,lato,L. booriae,S5063,251,3462980,41.3,146033,69.9033,PRJNA561882,JAARQU000000000,L12,SD,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,0,-1,0
489,SRR11344223,L7-1596,SD-BH-2,Listeria,strictu,L. seeligeri,12,58,2895337,37.15,102893,234.044,PRJNA561882,JAARQT000000000,L9,SD,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
490,SRR11344097,L7-1599,SD-BH-2,Listeria,strictu,L. welshimeri,27,11,2683673,36.34,1418385,168.614,PRJNA561882,JAARQS000000000,L8,SD,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
491,SRR11344096,L7-1600,SD-BH-5,Listeria,strictu,L. welshimeri,27,28,2872811,36.18,300680,94.9001,PRJNA561882,JAARQR000000000,L8,SD,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0
492,SRR11344095,L7-1601,SD-BH-5,Listeria,strictu,L. welshimeri,281,15,2724904,36.26,318796,93.556,PRJNA561882,JAARQQ000000000,L8,SD,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
493,SRR11344094,L7-1606,MN-CF-1,Listeria,strictu,L. welshimeri,131,25,2807188,36.17,362303,104.204,PRJNA561882,JAARQP000000000,L8,MN,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
494,SRR11344093,L7-1612,MN-CF-2,Listeria,strictu,L. welshimeri,16,15,2879192,36.13,371759,78.0313,PRJNA561882,JAARQO000000000,L8,MN,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
495,SRR11344092,L7-1614,MN-LR-2,Listeria,lato,L. newyorkensis,S5064,35,3472102,43.05,185275,74.8978,PRJNA561882,JAARQN000000000,-,MN,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
496,SRR11344091,L7-1615,MN-LR-5,Listeria,strictu,L. welshimeri,27,13,2820755,36.15,537116,75.0623,PRJNA561882,JAARQM000000000,L8,MN,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
497,SRR11344090,L7-1616,MN-LR-5,Listeria,strictu,L. welshimeri,89,12,2770403,36.17,502140,81.5653,PRJNA561882,JAARQL000000000,L8,MN,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
498,SRR11344088,L7-1620,MN-LR-5,Listeria,strictu,L. welshimeri,129,33,2941864,36.12,326215,82.6218,PRJNA561882,JAARQK000000000,L8,MN,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0
499,SRR11344087,L7-1621,IA-RR-4,Listeria,lato,L. rocourtiae,S5065,40,3147698,40.07,147189,70.9516,PRJNA561882,JAARQJ000000000,-,IA,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,-1,-1,0
500,SRR11344086,L7-1623,IA-RR-4,Listeria,strictu,L. welshimeri,27,17,2732492,36.25,446361,263.154,PRJNA561882,JAARQI000000000,L8,IA,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
501,SRR11344085,L7-1624,IA-RR-4,Listeria,strictu,L. innocua,87,19,2861166,37.37,487159,105.405,PRJNA561882,JAARQH000000000,L6,IA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
502,SRR11344084,L7-1625,IA-RR-4,Listeria,strictu,L. innocua,23,12,2853861,37.37,589451,86.9222,PRJNA561882,JAARQG000000000,L6,IA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1
503,SRR11344083,L7-1626,IA-RR-4,Listeria,strictu,L. seeligeri,12,39,2856741,37.22,171231,53.0082,PRJNA561882,JAARQF000000000,L9,IA,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
504,SRR11344082,L7-1629,IA-CS-2,Listeria,lato,L. fleischmannii,S5066,76,2919778,38.49,162151,80.8901,PRJNA561882,JAARQE000000000,-,IA,-1,0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,0,0,0,0,0,-1,0
505,SRR11344081,L7-1630,IA-CS-2,Listeria,strictu,L. seeligeri,12,32,2823160,37.22,209259,46.3366,PRJNA561882,JAARQD000000000,L9,IA,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
506,SRR9620889,L7-1635,IA-CS-3,Listeria,strictu,L. monocytogenes,90,17,2842420,38.08,544185,124.838,PRJNA514286,AAHZIH000000000,L1,IA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
507,SRR11344080,L7-1636,IA-CS-3,Listeria,strictu,L. seeligeri,12,34,2846159,37.17,240906,81.2001,PRJNA561882,JAARQC000000000,L9,IA,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
508,SRR9620962,L7-1637,IA-CS-3,Listeria,strictu,L. monocytogenes,282,23,2796780,38.15,272475,126.075,PRJNA514286,AAHZKK000000000,L1,IA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
509,SRR11344079,L7-1639,IA-CS-3,Listeria,strictu,L. seeligeri,24,43,2892288,37.17,149819,56.7435,PRJNA561882,JAARQB000000000,L9,IA,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
510,SRR11344077,L7-1641,IA-CS-4,Listeria,lato,L. fleischmannii,S5014,37,2790061,38.58,174999,104.359,PRJNA561882,JAARQA000000000,-,IA,-1,-1,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,0,0,0,-1,0,-1,0
511,SRR11344076,L7-1642,IA-CS-4,Listeria,strictu,L. welshimeri,249,279,2995596,36.28,304570,61.168,PRJNA561882,JAARPZ000000000,L8,IA,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
512,SRR11344075,L7-1645,IA-CS-5,Listeria,lato,L. fleischmannii,S5014,26,2826175,38.58,174928,99.2818,PRJNA561882,JAARPY000000000,-,IA,-1,-1,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,0,0,0,-1,0,-1,0
